ID,Name,Height,Weight,Age,Sex,Profession
3563,Бирюков Денис,184.0,94.0,52,м,продавец
3564,Логинов Назар,183.0,59.0,24,м,врач
3565,Фёдоров Марат,172.0,64.0,26,м,автослесарь
3566,Рябов Прохор,175.0,117.0,20,м,программист
3567,Гусев Демид,165.0,108.0,69,м,инженер
3568,Виноградов Иосиф,165.0,96.0,29,м,врач
3569,Абрамов Радомир,,,75,м,автослесарь
3570,Зуев Фаддей,169.0,84.0,72,м,сантехник
3571,Кузьмин Егор,166.0,103.0,26,м,бухгалтер
3572,Орехов Самсон,174.0,82.0,65,м,сантехник
3573,Антонов Модест,172.0,84.0,73,м,инженер
3574,Куликов Гавриил,192.0,107.0,24,м,программист
3575,Евсеев Арсен,187.0,58.0,20,м,бухгалтер
3576,Казаков Рустам,184.0,81.0,69,м,студент
3577,Мышкин Игнат,182.0,88.0,66,м,сантехник
3578,Григорьев Моисей,177.0,83.0,46,м,инженер
3579,Беспалов Макарий,167.0,,84,м,преподаватель
3580,Сысоев Клим,177.0,102.0,26,м,преподаватель
3581,Петухов Зиновий,194.0,97.0,30,м,продавец
3582,Антонов Тимофей,168.0,78.0,23,м,инженер
3583,Некрасов Филипп,182.0,87.0,62,м,продавец
3584,Виноградов Родион,174.0,58.0,24,м,инженер
3585,Мельников Агафон,,92.0,76,м,преподаватель
3586,Рыбаков Макарий,166.0,94.0,39,м,инженер
3587,Ситников Август,171.0,72.0,55,м,автослесарь
3588,Сафонов Добрыня,179.0,85.0,42,м,преподаватель
3589,Попов Харитон,179.0,100.0,29,м,бухгалтер
3590,Королёв Валерий,169.0,63.0,48,м,сантехник
3591,Попов Аристарх,165.0,79.0,69,м,программист
3592,Терентьев Антоний,193.0,61.0,28,м,студент
3593,Мухин Никанор,178.0,61.0,81,м,программист
3594,Галкин Парамон,166.0,108.0,21,м,сантехник
3595,Кононов Мартин,182.0,119.0,60,м,студент
3596,Медведев Василий,186.0,100.0,87,м,преподаватель
3597,Герасимов Зиновий,193.0,93.0,26,м,продавец
3598,Аксёнов Спартак,180.0,66.0,65,м,преподаватель
3599,Зимин Филимон,186.0,119.0,75,м,врач
3600,Туров Тимур,171.0,99.0,36,м,преподаватель
3601,Кудрявцев Авраам,167.0,85.0,85,м,инженер
3602,Стрелков Илларион,172.0,89.0,18,м,сантехник
3603,Самсонов Рустам,183.0,58.0,35,м,продавец
3604,Капустин Кир,170.0,65.0,36,м,продавец
3605,Дроздов Радик,,96.0,38,м,сантехник
3606,Горшков Сидор,,54.0,62,м,автослесарь
3607,Семёнов Данила,173.0,107.0,78,м,инженер
3608,Беляков Арсен,192.0,65.0,37,м,продавец
3609,Попов Макарий,178.0,111.0,70,м,автослесарь
3610,Корнилов Захар,191.0,62.0,25,м,студент
3611,Дьячков Ринат,165.0,71.0,44,м,программист
3612,Селиверстов Фаддей,176.0,65.0,70,м,программист
3613,Алексеев Анатолий,193.0,78.0,57,м,программист
3614,Дорофеев Емельян,175.0,54.0,29,м,автослесарь
3615,Поляков Руслан,169.0,83.0,64,м,программист
3616,Иванов Давид,168.0,101.0,84,м,продавец
3617,Комаров Альберт,184.0,100.0,37,м,студент
3618,Абрамов Осип,167.0,73.0,19,м,бухгалтер
3619,Евсеев Эльдар,177.0,58.0,24,м,студент
3620,Кулагин Семен,194.0,107.0,33,м,автослесарь
3621,Афанасьев Виктор,166.0,,82,м,преподаватель
3622,Емельянов Савва,176.0,60.0,54,м,бухгалтер
3623,Авдеев Дамир,172.0,101.0,58,м,студент
3624,Аксёнов Лев,177.0,73.0,87,м,сантехник
3625,Евдокимов Игнатий,167.0,79.0,39,м,продавец
3626,Устинов Григорий,184.0,62.0,19,м,продавец
3627,Белоусов Мирослав,165.0,56.0,63,м,врач
3628,Мышкин Егор,179.0,61.0,80,м,автослесарь
3629,Лебедев Аполлинарий,174.0,77.0,60,м,инженер
3630,Селезнёв Вениамин,185.0,75.0,29,м,врач
3631,Беляков Флор,180.0,86.0,85,м,студент
3632,Егоров Ждан,165.0,92.0,67,м,сантехник
3633,Калинин Викентий,175.0,104.0,72,м,автослесарь
3634,Харитонов Савва,192.0,90.0,36,м,бухгалтер
3635,Блинов Артемий,194.0,74.0,36,м,программист
3636,Блохин Всеволод,186.0,105.0,44,м,продавец
3637,Морозов Диомид,182.0,115.0,67,м,продавец
3638,Некрасов Юлий,184.0,114.0,84,м,преподаватель
3639,Филиппов Филимон,172.0,68.0,22,м,врач
3640,Молчанов Гавриил,194.0,69.0,65,м,программист
3641,Хохлов Захар,184.0,75.0,53,м,бухгалтер
3642,Беспалов Севастьян,177.0,99.0,30,м,продавец
3643,Фомичёв Спартак,186.0,93.0,27,м,преподаватель
3644,Пахомов Прохор,179.0,90.0,70,м,преподаватель
3645,Воронцов Анатолий,173.0,79.0,48,м,бухгалтер
3646,Беляков Евдоким,172.0,52.0,40,м,врач
3647,Зайцев Семен,180.0,87.0,67,м,программист
3648,Мышкин Иннокентий,189.0,57.0,89,м,преподаватель
3649,Ефремов Тарас,169.0,68.0,54,м,автослесарь
3650,Гусев Касьян,177.0,95.0,72,м,студент
3651,Фёдоров Юрий,172.0,50.0,39,м,студент
3652,Мельников Диомид,191.0,98.0,44,м,сантехник
3653,Селезнёв Самсон,178.0,114.0,57,м,инженер
3654,Хохлов Модест,180.0,109.0,52,м,врач
3655,Бобров Влад,174.0,101.0,87,м,преподаватель
3656,Алексеев Федот,166.0,71.0,45,м,сантехник
3657,Костин Кузьма,173.0,,50,м,автослесарь
3658,Архипов Владислав,183.0,92.0,19,м,автослесарь
3659,Мышкин Мартин,177.0,105.0,36,м,программист
3660,Лихачёв Филипп,169.0,114.0,56,м,инженер
3661,Горбачёв Ефим,171.0,69.0,43,м,врач
3662,Родионов Наум,,63.0,82,м,автослесарь
3663,Уваров Прохор,179.0,75.0,70,м,бухгалтер
3664,Ширяев Леонтий,179.0,,22,м,преподаватель
3665,Нестеров Флор,179.0,96.0,49,м,сантехник
3666,Бобылёв Викентий,181.0,69.0,85,м,продавец
3667,Шарапов Аристарх,172.0,93.0,30,м,врач
3668,Лукин Руслан,169.0,54.0,21,м,программист
3669,Игнатьев Никола,182.0,117.0,22,м,программист
3670,Гурьев Мирослав,191.0,82.0,52,м,преподаватель
3671,Брагин Юлий,185.0,51.0,56,м,бухгалтер
3672,Авдеев Чарли,186.0,113.0,53,м,продавец
3673,Лыткин Фёдор,189.0,99.0,84,м,программист
3674,Зимин Роман,179.0,66.0,31,м,сантехник
3675,Егоров Кирилл,177.0,78.0,84,м,автослесарь
3676,Медведев Дамир,192.0,119.0,30,м,преподаватель
3677,Миронов Филимон,178.0,94.0,81,м,преподаватель
3678,Крылов Савелий,186.0,102.0,53,м,преподаватель
3679,Авдеев Фаддей,172.0,75.0,49,м,бухгалтер
3680,Ситников Юлий,170.0,74.0,63,м,врач
3681,Туров Филипп,187.0,76.0,73,м,студент
3682,Беляков Аким,180.0,103.0,19,м,студент
3683,Тетерин Савва,183.0,68.0,68,м,студент
3684,Николаев Вилен,172.0,109.0,88,м,бухгалтер
3685,Кузнецов Максим,,105.0,41,м,врач
3686,Агафонов Емельян,185.0,64.0,25,м,сантехник
3687,Кулагин Юрий,185.0,88.0,67,м,программист
3688,Копылов Борис,191.0,58.0,81,м,врач
3689,Кулагин Виталий,166.0,103.0,45,м,программист
3690,Кабанов Августин,176.0,55.0,53,м,автослесарь
3691,Самойлов Филат,173.0,65.0,53,м,автослесарь
3692,Гущин Игорь,183.0,76.0,29,м,инженер
3693,Калашников Никанор,,80.0,26,м,продавец
3694,Рыбаков Захар,181.0,74.0,43,м,преподаватель
3695,Фомичёв Авраам,189.0,115.0,36,м,продавец
3696,Калашников Демьян,176.0,85.0,72,м,сантехник
3697,Колесников Андрей,190.0,73.0,50,м,врач
3698,Герасимов Кир,182.0,83.0,42,м,программист
3699,Сысоев Альберт,169.0,84.0,45,м,бухгалтер
3700,Медведев Владлен,169.0,81.0,44,м,врач
3701,Емельянов Казимир,188.0,83.0,79,м,преподаватель
3702,Блохин Артур,190.0,78.0,65,м,бухгалтер
3703,Шарапов Артур,187.0,84.0,60,м,программист
3704,Щербаков Илларион,174.0,54.0,57,м,студент
3705,Суворов Чарли,167.0,119.0,35,м,инженер
3706,Лихачёв Арсен,194.0,93.0,37,м,врач
3707,Соболев Юлий,170.0,69.0,36,м,автослесарь
3708,Костин Вадим,190.0,107.0,45,м,продавец
3709,Николаев Севастьян,177.0,91.0,61,м,сантехник
3710,Филатов Юлиан,178.0,57.0,63,м,сантехник
3711,Колобов Егорий,167.0,55.0,42,м,продавец
3712,Рогов Арсен,185.0,81.0,66,м,продавец
3713,Денисов Денис,184.0,59.0,23,м,инженер
3714,Силин Мартин,175.0,107.0,45,м,продавец
3715,Данилов Никанор,178.0,93.0,34,м,студент
3716,Кондратьев Макар,177.0,58.0,53,м,бухгалтер
3717,Иванов Александр,191.0,80.0,49,м,продавец
3718,Зайцев Антоний,187.0,107.0,29,м,инженер
3719,Сорокин Филипп,167.0,111.0,55,м,студент
3720,Новиков Артемий,172.0,61.0,76,м,студент
3721,Одинцов Герман,180.0,81.0,71,м,преподаватель
3722,Молчанов Никон,,88.0,57,м,врач
3723,Горшков Илларион,177.0,115.0,85,м,врач
3724,Петров Валерий,166.0,53.0,45,м,продавец
3725,Нестеров Илларион,190.0,60.0,21,м,студент
